,index,id,pos,category,stereotype,lemma,level,clean,stem
396,396,AR595,n,cds,no,أنانيه,conservative,انانيه,نني
397,397,AR695,n,asf,no,مأفون,conservative,مافون,ماف
398,398,AR1909,n,cds,no,شرطي,conservative,شرطي,شرط
399,399,AR1957,n,qas,no,تطفل,inclusive,تطفل,طفل
400,400,AR347,n,pr,no,وقحة,conservative,وقحه,وقح
401,401,AR2469,a,ps,yes,صيني,inclusive,صيني,صين
402,402,AR2637,n,ddp,yes,هراء,inclusive,هراء,هرء
403,403,AR2376,v,cds,no,ذبل,inclusive,ذبل,ذبل
404,404,AR1299,n,cds,no,قواد,conservative,قواد,قود
405,405,AR898,n,ddp,yes,نمام,conservative,نمام,نمم
406,406,AR1440,n,asf,no,مهبل,conservative,مهبل,هبل
407,407,AR2441,n,an,no,دجاج,inclusive,دجاج,دجج
408,408,AR969,n,qas,no,طاقم,inclusive,طاقم,طقم
409,409,AR1401,n,svp,no,جنون,conservative,جنون,جنن
410,410,AR27,n,re,no,عنف,inclusive,عنف,عنف
411,411,AR195,n,ddp,yes,غبي,conservative,غبي,غبي
412,412,AR1397,n,cds,no,أصولية,inclusive,اصوليه,اصل
413,413,AR1564,n,om,no,شواذ,inclusive,شواذ,شوذ
414,414,AR2639,n,re,no,مغتصب,conservative,مغتصب,غصب
415,415,AR721,n,cds,no,مشعوذ,inclusive,مشعوذ,شعذ
416,416,AR2619,a,cds,no,عادية,inclusive,عاديه,عدي
417,417,AR513,n,svp,no,مللّ,inclusive,مل,مل
418,418,AR1751,a,is,yes,مؤسف,inclusive,مءسف,ءسف
419,419,AR525,n,an,no,ثور,inclusive,ثور,ثور
420,420,AR1224,n,re,no,مجرمين,inclusive,مجرمين,جرم
421,421,AR2098,n,ddp,yes,اغبى,conservative,اغبي,اغب
422,422,AR392,n,dmc,yes,ملفق,conservative,ملفق,لفق
423,423,AR1503,n,an,no,خنزير,inclusive,خنزير,خنزير
424,424,AR197,n,ddp,yes,أحمق,conservative,احمق,حمق
425,425,AR339,n,pr,no,مومس,inclusive,مومس,ومس
426,426,AR512,n,an,no,خبث,conservative,خبث,خبث
427,427,AR701,n,re,no,افتراء,inclusive,افتراء,فرء
428,428,AR1418,n,re,no,شقي,inclusive,شقي,شقي
429,429,AR2100,n,asm,no,غباء,conservative,غباء,غبء
430,430,AR988,n,ddf,yes,أحدب,inclusive,احدب,حدب
431,431,AR886,n,or,no,عليل,conservative,عليل,علل
432,432,AR965,n,an,no,بومة،,inclusive,بومه,بوم
433,433,AR1123,n,dmc,yes,نفاق,conservative,نفاق,نفق
434,434,AR159,n,an,no,حيوانية,inclusive,حيوانيه,حيو
435,435,AR1069,n,asf,no,ساذج,conservative,ساذج,سذج
436,436,AR467,n,re,no,إبتزاز,conservative,ابتزاز,بزز
437,437,AR682,n,dmc,yes,منبوذ,inclusive,منبوذ,نبذ
438,438,AR1760,n,cds,no,مرابي,inclusive,مرابي,ربي
439,439,AR216,n,om,no,حمار,inclusive,حمار,حمر
440,440,AR356,n,cds,no,بهتان,conservative,بهتان,بهت
441,441,AR779,n,an,no,معزة,inclusive,معزه,عزه
442,442,AR1853,n,ps,yes,مغولي,inclusive,مغولي,غول
443,443,AR2421,n,re,no,انتحال,inclusive,انتحال,نحل
444,444,AR2378,n,an,no,انتهازي,conservative,انتهازي,نهز
445,445,AR520,n,an,no,بقرة,inclusive,بقره,بقر
446,446,AR739,n,dmc,yes,شرير,conservative,شرير,شرر
447,447,AR1316,n,qas,no,مزارعون,inclusive,مزارعون,زرع
448,448,AR1804,n,re,no,لص,inclusive,لص,لص
449,449,AR2607,n,cds,no,علموية,inclusive,علمويه,علمو
450,450,AR1827,n,cds,no,كنيف,inclusive,كنيف,كنف
451,451,AR1057,n,cds,no,رعاع,conservative,رعاع,رعع
452,452,AR2640,n,re,no,مغتصب,conservative,مغتصب,غصب
453,453,AR692,n,asm,no,قميء,inclusive,قميء,قمء
454,454,AR372,n,cds,no,فوضى,conservative,فوضي,فوض
455,455,AR401,n,svp,no,متعصب,conservative,متعصب,تعصب
456,456,AR1984,n,asm,no,جلبانة,inclusive,جلبانه,جلب
457,457,AR2001,n,is,yes,فقير,inclusive,فقير,فقر
458,458,AR1380,n,cds,no,ماسوني,inclusive,ماسوني,اسو
459,459,AR274,n,qas,no,غليظ,conservative,غليظ,غلظ
460,460,AR1463,n,cds,no,متسكع,conservative,متسكع,تسكع
461,461,AR1055,n,cds,no,ديماغوجية,conservative,ديماغوجيه,ديماغوجيه
462,462,AR1515,a,cds,no,ماكر,inclusive,ماكر,اكر
463,463,AR1740,n,svp,no,غريزه جنسيه,inclusive,غريزه جنسيه,غرز جنس
464,464,AR398,a,cds,no,غبي,conservative,غبي,غبي
465,465,AR502,n,cds,no,متخبط,conservative,متخبط,تخبط
466,466,AR2111,n,asm,no,تغابي,conservative,تغابي,غبي
467,467,AR1536,n,pr,no,دعاره,conservative,دعاره,دعر
468,468,AR720,n,cds,no,سارق,inclusive,سارق,سرق
469,469,AR1886,n,an,no,بغل,inclusive,بغل,بغل
470,470,AR198,n,or,no,مغفل,conservative,مغفل,غفل
471,471,AR215,n,an,no,اتان,inclusive,اتان,اتن
472,472,AR1867,n,an,no,باعوض,inclusive,باعوض,بعض
473,473,AR303,n,pa,yes,محامين,inclusive,محامين,حام
474,474,AR92,n,cds,no,مزحة,inclusive,مزحه,زحه
475,475,AR639,n,cds,no,سيارة بالية,inclusive,سياره باليه,سير بلي
476,476,AR1206,n,ps,yes,التائه,inclusive,التاءه,تءه
477,477,AR97,n,cds,no,سلوك غريب,inclusive,سلوك غريب,سلك غرب
478,478,AR787,n,an,no,خشونة,conservative,خشونه,خشن
479,479,AR275,n,qas,no,البرابرة,conservative,البرابره,ربر
480,480,AR263,n,asm,no,الخصية,inclusive,الخصيه,خصه
481,481,AR190,n,cds,no,بصيرة,inclusive,بصيره,بصر
482,482,AR501,n,cds,no,المتردد,conservative,المترد,ترد
483,483,AR272,n,ps,yes,برابرة,conservative,برابره,ربر
484,484,AR528,n,an,no,بقره,inclusive,بقره,بقر
485,485,AR2521,a,dmc,yes,قذر,inclusive,قذر,قذر
486,486,AR259,n,asm,no,خصيتان,inclusive,خصيتان,خصي
487,487,AR2572,n,an,no,الصرصوريات,inclusive,الصرصوريات,صرصور
488,488,AR530,n,an,no,بقر,inclusive,بقر,بقر
489,489,AR399,n,cds,no,عِناد,conservative,عناد,عند
490,490,AR203,n,ddp,yes,معتوه,inclusive,معتوه,عته
491,491,AR637,n,re,no,الوغد,conservative,الوغد,وغد
492,492,AR938,n,an,no,بَقّ,inclusive,بق,بق
493,493,AR2322,n,qas,no,المتسول,conservative,المتسول,تسل
494,494,AR694,n,asm,no,أغبياء,inclusive,اغبياء,غبياء
495,495,AR1151,n,om,no,القاعدية,inclusive,القاعديه,قعد
496,496,AR420,n,dmc,yes,جنائي,inclusive,جناءي,جنء
497,497,AR1166,n,om,no,ظهري بطني,inclusive,ظهري بطني,ظهر بطن
498,498,AR146,n,an,no,الحنكليس,inclusive,الحنكليس,حنكليس
499,499,AR2660,a,svp,no,متغطرس,conservative,متغطرس,غطرس
500,500,AR907,n,ddp,yes,ثرثرة,conservative,ثرثره,ثرثر
501,501,AR2520,a,dmc,yes,القذرة,inclusive,القذره,قذر
502,502,AR2747,n,an,no,يرقة,inclusive,يرقه,يرق
503,503,AR1701,n,ddp,yes,الجهل,conservative,الجهل,جهل
504,504,AR2633,a,ddf,yes,قبيح,conservative,قبيح,قبح
505,505,AR2113,n,ddp,yes,بلداء,conservative,بلداء,لدء
506,506,AR886,n,om,no,عليل,conservative,عليل,علل
507,507,AR2102,n,asm,no,استغباء,conservative,استغباء,غبء
508,508,AR67,n,svp,no,حب الذات,conservative,حب الذات,حب ذات
509,509,AR1574,n,om,no,مثيلي,inclusive,مثيلي,ثيل
510,510,AR2604,a,svp,no,فاسق,conservative,فاسق,فسق
511,511,AR485,n,qas,no,خطأ فاضح,inclusive,خطا فاضح,خطا فضح
512,512,AR1266,n,dmc,yes,فسق,conservative,فسق,فسق
513,513,AR2535,n,an,no,ضفدع,inclusive,ضفدع,ضفدع
514,514,AR722,n,cds,no,المخادع,conservative,المخادع,خدع
515,515,AR1409,n,svp,no,الغضب,inclusive,الغضب,غضب
516,516,AR728,n,qas,no,أوباش,conservative,اوباش,وبش
517,517,AR273,n,qas,no,همجي,conservative,همجي,همج
518,518,AR1393,n,cds,no,الأصوليون,inclusive,الاصوليون,اصل
519,519,AR202,n,cds,no,المغفل,inclusive,المغفل,غفل
520,520,AR2481,n,pr,no,الخزعبلات,conservative,الخزعبلات,خزعبل
521,521,AR309,n,dmc,yes,خسيس,conservative,خسيس,خسس
522,522,AR2415,n,asm,no,العادة السرية,conservative,العاده السريه,عده سره
523,523,AR2231,n,an,no,القراد,inclusive,القراد,قرد
524,524,AR210,n,an,no,شخص غير متعلم,conservative,شخص متعلم,شخص تعلم
525,525,AR2662,n,cds,no,السطحية,inclusive,السطحيه,سطح
526,526,AR345,n,dmc,yes,فاحشة,conservative,فاحشه,فحش
527,527,AR1674,n,ddf,yes,العجز,inclusive,العجز,عجز
528,528,AR765,n,pa,yes,كاتب,inclusive,كاتب,كتب
529,529,AR1418,n,cds,no,الشقي,inclusive,الشقي,شقي
530,530,AR661,n,ddp,yes,السجناء,inclusive,السجناء,جنء
531,531,AR1540,n,pr,no,بائعات الهوى,inclusive,باءعات الهوي,بءع هوي
532,532,AR1139,n,om,no,المؤخرة,inclusive,المءخره,ءخر
533,533,AR1369,n,dmc,yes,احمق,inclusive,احمق,حمق
534,534,AR2129,n,an,no,بزاق,inclusive,بزاق,بزق
535,535,AR1542,n,pr,no,دعارة,inclusive,دعاره,دعر
536,536,AR206,n,an,no,الأبله,conservative,الابله,ابل
537,537,AR2399,n,an,no,القملة,inclusive,القمله,قمل
538,538,AR202,n,ddp,yes,المغفل,conservative,المغفل,غفل
539,539,AR1306,n,cds,no,القوادين,inclusive,القوادين,قود
540,540,AR132,n,ddp,yes,أمية,inclusive,اميه,امه
541,541,AR1498,n,an,no,يغش fulvus,inclusive,يغش,يغش
542,542,AR402,n,dmc,yes,عناد,conservative,عناد,عند
543,543,AR1832,n,dmc,yes,المتكاسل,conservative,المتكاسل,كاسل
544,544,AR1870,n,an,no,عث,inclusive,عث,عث
545,545,AR1863,n,an,no,بعوض,inclusive,بعوض,بعض
546,546,AR1134,n,om,no,خلف,inclusive,خلف,خلف
547,547,AR1845,n,ps,yes,مغول,inclusive,مغول,غول
548,548,AR2304,n,dmc,yes,مهرّجون,inclusive,مهرجون,هرج
549,549,AR1676,n,ddp,yes,لا معنى لها,conservative,معني,عني
550,550,AR309,n,re,no,خسيس,conservative,خسيس,خسس
551,551,AR2751,n,cds,no,الرعديد,conservative,الرعديد,رعديد
552,552,AR2617,a,ddf,yes,عوراء,inclusive,عوراء,عوراء
553,553,AR154,n,ddp,yes,بهيمة,inclusive,بهيمه,بهم
554,554,AR1426,n,cds,no,الفاشيين,conservative,الفاشين,فاش
555,555,AR238,n,svp,no,بخيل,inclusive,بخيل,بخل
556,556,AR273,n,ddp,yes,همجي,conservative,همجي,همج
557,557,AR1762,n,cds,no,المرابين,inclusive,المرابين,راب
558,558,AR1741,n,svp,no,شهوانية,inclusive,شهوانيه,شهو
559,559,AR1089,n,cds,no,الجريمة,inclusive,الجريمه,جرم
560,560,AR1791,v,cds,no,تآمر,inclusive,تامر,تمر
561,561,AR2700,n,om,no,كروسدرسر,inclusive,كروسدرسر,كروسدرسر
562,562,AR1155,n,om,no,موخرة,inclusive,موخره,وخر
563,563,AR198,n,asm,no,مغفل,conservative,مغفل,غفل
564,564,AR2097,n,an,no,الخراف,inclusive,الخراف,خرف
565,565,AR916,n,ddp,yes,الدجال,conservative,الدجال,دجل
566,566,AR67,n,cds,no,حب الذات,conservative,حب الذات,حب ذات
567,567,AR755,n,cds,no,عشيرة,inclusive,عشيره,عشر
568,568,AR770,n,an,no,عنز,inclusive,عنز,عنز
569,569,AR2184,n,ps,yes,زنوج,inclusive,زنوج,زنج
570,570,AR1093,n,cds,no,الأنشطة الإجرامية,inclusive,الانشطه الاجراميه,شطه جرم
571,571,AR803,n,cds,no,مشكلة,conservative,مشكله,شكل
572,572,AR197,n,asm,no,أحمق,conservative,احمق,حمق
573,573,AR687,n,is,yes,منبوذون,inclusive,منبوذون,نبذ
574,574,AR442,n,ps,yes,اللون الأسود,inclusive,الون الاسود,الن اسد
575,575,AR93,n,cds,no,نكتة,inclusive,نكته,نكت
576,576,AR912,n,cds,no,جبانة,conservative,جبانه,جبن
577,577,AR2292,n,an,no,أفعوان,inclusive,افعوان,فعو
578,578,AR2204,n,cds,no,الشهوة,conservative,الشهوه,شهه
579,579,AR2478,n,pr,no,الزانية,conservative,الزانيه,زني
580,580,AR313,n,qas,no,البارونة,inclusive,البارونه,برن
581,581,AR403,n,svp,no,المتعصب,conservative,المتعصب,تعصب
582,582,AR197,n,ps,yes,أحمق,conservative,احمق,حمق
583,583,AR430,n,ddp,yes,مفشي السر,conservative,مفشي السر,فشي لسر
584,584,AR2668,n,re,no,ارهابيون,inclusive,ارهابيون,رهب
585,585,AR2368,n,cds,no,اعرف انها للجميع,conservative,اعرف انها لجميع,عرف انه جمع
586,586,AR870,n,an,no,أرْنَب,inclusive,ارنب,رنب
587,587,AR571,n,om,no,لواطي,inclusive,لواطي,لطي
588,588,AR140,n,an,no,ثعبان البحر,inclusive,ثعبان البحر,ثعب بحر
589,589,AR935,n,an,no,بقة الفراش,inclusive,بقه الفراش,بقه فرش
590,590,AR1083,n,ps,yes,متلف,conservative,متلف,تلف
591,591,AR2688,v,re,no,عذب,inclusive,عذب,عذب
592,592,AR294,n,pa,yes,مؤيد,inclusive,مءيد,ءيد
593,593,AR2672,n,re,no,ارهاب,inclusive,ارهاب,رهب
594,594,AR1955,n,qas,no,الطفيلية,inclusive,الطفيليه,طفل
595,595,AR1856,n,an,no,بعوضيات,inclusive,بعوضيات,بعض
596,596,AR503,n,dmc,yes,ضجة,conservative,ضجه,ضجه
597,597,AR1029,n,qas,no,رفض,conservative,رفض,رفض
598,598,AR2291,n,an,no,الأفعى الخبيثة,inclusive,الافعي الخبيثه,افع خبث
599,599,AR1474,n,dmc,yes,جيد مقابل لا شيء,conservative,جيد مقابل شيء,جيد قبل شيء
600,600,AR165,n,ddp,yes,أنعام,inclusive,انعام,عام
601,601,AR2109,n,asm,no,بليدات,conservative,بليدات,بلد
602,602,AR2591,n,an,no,المكورات الكلبية,inclusive,المكورات الكلبيه,كور كلب
603,603,AR1661,n,cds,no,عبادة الأوثان,inclusive,عباده الاوثان,عبد اوث
604,604,AR2359,v,asm,no,استهزأ,conservative,استهزا,هزا
605,605,AR731,n,cds,no,عامة,conservative,عامه,عمه
606,606,AR355,n,an,no,صبي الإيجار,conservative,صبي الايجار,صبي يجر
607,607,AR360,n,cds,no,كذبة,inclusive,كذبه,كذب
608,608,AR2563,n,an,no,العلقيات,inclusive,العلقيات,علق
609,609,AR261,n,asm,no,خصيه,inclusive,خصيه,خصه
610,610,AR2116,n,ddp,yes,غبيون,conservative,غبيون,غبي
611,611,AR2668,n,re,no,ارهابيون,conservative,ارهابيون,رهب
612,612,AR159,n,ddp,yes,حيوانية,inclusive,حيوانيه,حيو
613,613,AR862,n,asm,no,سخيف,conservative,سخيف,سخف
614,614,AR1752,a,is,yes,حزين,inclusive,حزين,حزن
615,615,AR2090,n,an,no,ضأن,inclusive,ضان,ضان
616,616,AR508,n,pa,yes,فظاظة,conservative,فظاظه,فظظ
617,617,AR428,n,cds,no,الثرثار,conservative,الثرثار,ثرثار
618,618,AR1404,n,svp,no,ثورة,conservative,ثوره,ثور
619,619,AR94,n,cds,no,أضحوكة,inclusive,اضحوكه,ضحو
620,620,AR2012,n,cds,no,المبتز,inclusive,المبتز,بتز
621,621,AR1300,n,cds,no,القواد,inclusive,القواد,قود
622,622,AR1521,n,cds,no,سرقة,inclusive,سرقه,سرق
623,623,AR162,n,ddp,yes,وحش,inclusive,وحش,وحش
624,624,AR1682,n,is,yes,الفقر,inclusive,الفقر,فقر
625,625,AR1219,n,cds,no,جنحة,inclusive,جنحه,جنح
626,626,AR336,n,or,no,ضمادة,conservative,ضماده,ضمد
627,627,AR2459,a,ps,yes,سوداء,inclusive,سوداء,ودء
628,628,AR700,n,an,no,ثعلبة,inclusive,ثعلبه,ثعلب
629,629,AR873,n,an,no,الارانب,inclusive,الارانب,رنب
630,630,AR310,n,an,no,الكلب,inclusive,الكلب,كلب
631,631,AR2576,n,an,no,الصرصور,inclusive,الصرصور,صرصور
632,632,AR569,n,om,no,لوطي,inclusive,لوطي,لوط
633,633,AR276,n,cds,no,البربرية,conservative,البربريه,ربر
634,634,AR404,n,cds,no,عصابة,inclusive,عصابه,عصب
635,635,AR1950,n,qas,no,المتطفلون,inclusive,المتطفلون,تطفل
636,636,AR2583,n,cds,no,ثاني التصنيفات,conservative,ثاني التصنيفات,ثني صنف
637,637,AR370,n,cds,no,الأنيقون,inclusive,الانيقون,انق
638,638,AR974,n,ddf,yes,شل,inclusive,شل,شل
639,639,AR795,n,asm,no,أير,conservative,اير,اير
640,640,AR372,n,qas,no,فوضى,inclusive,فوضي,فوض
641,641,AR1293,n,qas,no,الإفشاء,inclusive,الافشاء,فشء
642,642,AR2577,n,an,no,الصرصار,inclusive,الصرصار,صرصار
643,643,AR1527,n,re,no,نهب,inclusive,نهب,نهب
644,644,AR1546,n,pr,no,غانية,inclusive,غانيه,غني
645,645,AR1747,n,cds,no,المتواني,conservative,المتواني,توا
646,646,AR2676,n,re,no,عمليات ارهابية,inclusive,عمليات ارهابيه,عمل رهب
647,647,AR2695,n,om,no,متخنث,inclusive,متخنث,تخنث
648,648,AR723,n,cds,no,النحات,conservative,النحات,نحت
649,649,AR268,n,re,no,قاطع طريق,inclusive,قاطع طريق,قطع طرق
650,650,AR1124,n,dmc,yes,النفاق,conservative,النفاق,نفق
651,651,AR268,n,cds,no,قاطع طريق,conservative,قاطع طريق,قطع طرق
652,652,AR777,n,an,no,المعيز,inclusive,المعيز,عيز
653,653,AR2472,a,cds,no,جبان,conservative,جبان,جبن
654,654,AR1206,n,dmc,yes,التائه,inclusive,التاءه,تءه
655,655,AR588,n,qas,no,برجوازية,inclusive,برجوازيه,برجوازيه
656,656,AR432,n,ddp,yes,واش,conservative,واش,واش
657,657,AR1094,n,cds,no,بزه,inclusive,بزه,بزه
658,658,AR1757,n,re,no,قاتل,inclusive,قاتل,قتل
659,659,AR521,n,pr,no,ابقار,inclusive,ابقار,بقر
660,660,AR914,v,cds,no,ثرثر,inclusive,ثرثر,ثرثر
661,661,AR2083,n,ddp,yes,جمجمة صغيرة,inclusive,جمجمه صغيره,جمجم صغر
662,662,AR2610,n,cds,no,علموية,inclusive,علمويه,علمو
663,663,AR101,n,qas,no,فسد,inclusive,فسد,فسد
664,664,AR400,n,dmc,yes,معاندة,conservative,معانده,عند
665,665,AR1698,n,an,no,غير كفؤ,conservative,كفء,كفء
666,666,AR353,n,an,no,إمرأة فاسقة,conservative,امراه فاسقه,مره فسق
667,667,AR1681,n,is,yes,فقر,inclusive,فقر,فقر
668,668,AR157,n,an,no,دابة,inclusive,دابه,دبه
669,669,AR2611,n,ddp,yes,حمق,inclusive,حمق,حمق
670,670,AR373,n,cds,no,انقلاب,inclusive,انقلاب,قلب
671,671,AR692,n,ddp,yes,القميء,conservative,القميء,قمء
672,672,AR630,n,qas,no,غوغاء,inclusive,غوغاء,غوغاء
673,673,AR729,n,ddp,yes,عوام,conservative,عوام,عوم
674,674,AR2326,n,cds,no,الأغنياء الجدد,inclusive,الاغنياء الجد,غنياء لجد
675,675,AR2755,n,re,no,العنف,inclusive,العنف,عنف
676,676,AR2434,n,re,no,قراصنة,inclusive,قراصنه,قرص
677,677,AR2242,n,re,no,سفاح,inclusive,سفاح,سفح
678,678,AR375,n,cds,no,الفوضى,conservative,الفوضي,فوض
679,679,AR2300,n,dmc,yes,المهرجون,inclusive,المهرجون,هرج
680,680,AR1516,n,cds,no,وغد,conservative,وغد,وغد
681,681,AR530,n,pr,no,بقر,inclusive,بقر,بقر
682,682,AR763,n,cds,no,العشيرة,inclusive,العشيره,عشر
683,683,AR390,n,qas,no,أكذوبة,conservative,اكذوبه,كذب
684,684,AR2574,n,an,no,صرصور,inclusive,صرصور,صرصور
685,685,AR1875,n,an,no,عثة,inclusive,عثه,عثه
686,686,AR197,n,cds,no,أحمق,conservative,احمق,حمق
687,687,AR1044,n,dmc,yes,خادعة,conservative,خادعه,خدع
688,688,AR270,n,cds,no,اللصوصية,inclusive,الصوصيه,صوص
689,689,AR1970,n,an,no,ببغائيات,inclusive,بغاءيات,بغء
690,690,AR144,n,an,no,ثعبان الماء,inclusive,ثعبان الماء,ثعب ماء
691,691,AR152,n,ddp,yes,حيوانات,inclusive,حيوانات,حيو
692,692,AR198,n,cds,no,مغفل,conservative,مغفل,غفل
693,693,AR11,n,svp,no,سلبية,inclusive,سلبيه,سلب
694,694,AR488,n,qas,no,غلطة شنيعة,inclusive,غلطه شنيعه,غلط شنع
695,695,AR1608,n,cds,no,قطعان,inclusive,قطعان,قطع
696,696,AR2600,a,ps,yes,يهودي,inclusive,يهودي,يهد
697,697,AR2788,n,pr,no,بَقَرَة,inclusive,بقره,بقر
698,698,AR383,n,ps,yes,أعرابي,inclusive,اعرابي,عرب
699,699,AR1842,n,an,no,شعبة الرخاويات,inclusive,شعبه الرخاويات,شعب رخو
700,700,AR611,n,cds,no,الاستعلاء,conservative,الاستعلاء,علء
701,701,AR890,n,or,no,مثليون جنسيا,conservative,مثليون جنسيا,ثلي جنس
702,702,AR1905,n,cds,no,الشرطي,conservative,الشرطي,شرط
703,703,AR1120,n,dmc,yes,المنافق,conservative,المنافق,نفق
704,704,AR2030,n,qas,no,الخطاب الكلاسيكي,inclusive,الخطاب الكلاسيكي,خطب كلس
705,705,AR1857,n,an,no,ناموسة,inclusive,ناموسه,نمس
706,706,AR2443,n,an,no,الدجاجة,inclusive,الدجاجه,دجج
707,707,AR1091,n,re,no,السلوك الإجرامي,inclusive,السلوك الاجرامي,سلك جرم
708,708,AR423,n,an,no,تيس,inclusive,تيس,تيس
709,709,AR1765,n,an,no,حَشَرة,inclusive,حشره,حشر
710,710,AR1653,n,qas,no,المنظر,inclusive,المنظر,نظر
711,711,AR2047,n,ps,yes,نصف الطائفة,conservative,نصف الطاءفه,نصف طءف
712,712,AR503,n,cds,no,ضجة,conservative,ضجه,ضجه
713,713,AR1147,n,om,no,المقابل,inclusive,المقابل,قبل
714,714,AR279,n,an,no,الهمجية,inclusive,الهمجيه,همج
715,715,AR634,n,is,yes,الشرير,conservative,الشرير,شرر
716,716,AR697,n,asm,no,غبية,inclusive,غبيه,غبه
717,717,AR872,n,an,no,التصنيف العلمى للارانب,inclusive,التصنيف العلمي لارانب,صنف علم رنب
718,718,AR1117,n,svp,no,كره,inclusive,كره,كره
719,719,AR925,n,cds,no,النفايات المنزلية,conservative,النفايات المنزليه,نفي زلي
720,720,AR694,n,ps,yes,أغبياء,conservative,اغبياء,غبياء
721,721,AR2546,n,an,no,العلجوم,inclusive,العلجوم,علجوم
722,722,AR766,n,an,no,وعل,inclusive,وعل,وعل
723,723,AR511,n,an,no,شراسة,conservative,شراسه,شرس
724,724,AR937,n,an,no,علة السرير,inclusive,عله السرير,عله سرر
725,725,AR379,n,ps,yes,بدو,inclusive,بدو,بدو
726,726,AR2756,n,re,no,غصب,inclusive,غصب,غصب
727,727,AR403,n,cds,no,المتعصب,conservative,المتعصب,تعصب
728,728,AR2098,n,asm,no,اغبى شخص في العالم,conservative,اغبي شخص العالم,اغب شخص علم
729,729,AR616,n,an,no,شخص ردئ,conservative,شخص ردء,شخص ردء
730,730,AR1477,n,dmc,yes,تافه,conservative,تافه,تفه
731,731,AR435,n,cds,no,الأذى,conservative,الاذي,اذي
732,732,AR322,n,an,no,نهاب,conservative,نهاب,نهب
733,733,AR2321,n,qas,no,تسكع,conservative,تسكع,سكع
734,734,AR790,n,an,no,سوقية,conservative,سوقيه,سوق
735,735,AR2555,n,cds,no,مغرور,conservative,مغرور,غرر
736,736,AR2251,n,re,no,جلاد,inclusive,جلاد,جلد
737,737,AR2450,n,cds,no,الرضيع,inclusive,الرضيع,رضع
738,738,AR2492,n,re,no,إختطاف,inclusive,اختطاف,خطف
739,739,AR1762,n,cds,no,المرابين,conservative,المرابين,راب
740,740,AR80,n,cds,no,كسلان,conservative,كسلان,كسل
741,741,AR2554,n,cds,no,المقلد,conservative,المقلد,قلد
742,742,AR71,n,om,no,الجنس الشرجي,inclusive,الجنس الشرجي,جنس شرج
743,743,AR615,n,an,no,ثور,inclusive,ثور,ثور
744,744,AR1080,n,ddp,yes,الأهبل,conservative,الاهبل,هبل
745,745,AR30,n,re,no,قسوة,inclusive,قسوه,قسه
746,746,AR203,n,asf,no,معتوه,conservative,معتوه,عته
747,747,AR890,n,om,no,مثليون جنسيا,inclusive,مثليون جنسيا,ثلي جنس
748,748,AR1263,n,asf,no,بغي,conservative,بغي,بغي
749,749,AR1302,n,cds,no,القوادة,inclusive,القواده,قده
750,750,AR2650,n,re,no,إعتداء جنسي,inclusive,اعتداء جنسي,عدء جنس
751,751,AR9,n,svp,no,لامبالاة,inclusive,لامبالاه,لامبالاه
752,752,AR213,n,an,no,الكر,inclusive,الكر,لكر
753,753,AR622,n,ps,yes,المتشرد,inclusive,المتشرد,تشرد
754,754,AR411,n,re,no,المارقة,conservative,المارقه,ارق
755,755,AR2426,n,re,no,قرصنه,inclusive,قرصنه,قرص
756,756,AR693,n,ddp,yes,عته,conservative,عته,عته
757,757,AR582,n,qas,no,المتوسطة الدخل,inclusive,المتوسطه الدخل,توسط دخل
758,758,AR1324,n,cds,no,نازي,conservative,نازي,نزي
759,759,AR1669,n,ddf,yes,اعاقة,inclusive,اعاقه,عقه
760,760,AR573,n,qas,no,البورجوازية,inclusive,البورجوازيه,بورجوازيه
761,761,AR1908,n,cds,no,رجل شرطة,inclusive,رجل شرطه,رجل شرط
762,762,AR2519,a,dmc,yes,المتسخة,inclusive,المتسخه,تسخ
763,763,AR202,n,asf,no,المغفل,conservative,المغفل,غفل
764,764,AR14,n,svp,no,سلبي,inclusive,سلبي,سلب
765,765,AR1988,n,asm,no,قرطمان,inclusive,قرطمان,قرطم
766,766,AR2499,n,re,no,اختطاف,inclusive,اختطاف,خطف
767,767,AR1658,n,cds,no,الوثنية,inclusive,الوثنيه,وثن
768,768,AR1570,n,om,no,من نفس الجنس,inclusive,نفس الجنس,نفس جنس
769,769,AR918,n,cds,no,غشاش,conservative,غشاش,غشش
770,770,AR1422,n,cds,no,فاشستية,conservative,فاشستيه,فشس
771,771,AR104,n,qas,no,خليط,inclusive,خليط,خلط
772,772,AR237,n,is,yes,بخيلة,conservative,بخيله,بخل
773,773,AR2061,n,an,no,الميكروبات,inclusive,الميكروبات,ميكروب
774,774,AR2199,n,ps,yes,آسيوية،,inclusive,اسيويه,سيه
775,775,AR2683,n,re,no,تعذيب,inclusive,تعذيب,عذب
776,776,AR1404,n,an,no,ثورة,inclusive,ثوره,ثور
777,777,AR236,n,is,yes,البخيل,conservative,البخيل,بخل
778,778,AR406,n,cds,no,عصابات,conservative,عصابات,عصب
779,779,AR817,n,qas,no,طبقية,inclusive,طبقيه,طبق
780,780,AR1538,n,pr,no,الجنس التجاري,inclusive,الجنس التجاري,جنس جري
781,781,AR89,n,qas,no,تابعون,inclusive,تابعون,تبع
782,782,AR1007,n,qas,no,التماثل,inclusive,التماثل,مثل
783,783,AR1965,n,qas,no,الرعية,inclusive,الرعيه,رعه
