,index,id,pos,category,stereotype,lemma,level,clean,stem
636,733,AR482,n,qas,no,الغلطات,inclusive,الغلطات,غلط
637,734,AR1144,n,om,no,الخلفي,inclusive,الخلفي,خلف
638,735,AR2619,a,cds,no,العادية,inclusive,العاديه,عدي
639,736,AR513,n,svp,no,مللّ,inclusive,مل,مل
640,737,AR928,n,cds,no,النفايات البلدية,conservative,النفايات البلديه,نفي بلد
641,738,AR1751,a,is,yes,مؤسف,inclusive,مءسف,ءسف
642,739,AR1589,n,ps,yes,التقاليد اليهودية،,inclusive,التقاليد اليهوديه,قلد يهد
643,740,AR41,n,pa,yes,عضو هيئة تدريس,inclusive,عضو هيءه تدريس,عضو هيء درس
644,741,AR525,n,an,no,بوس الثور,inclusive,بوس الثور,بوس ثور
645,743,AR1036,n,om,no,نبيلة,inclusive,نبيله,نبل
646,744,AR1060,n,pr,no,محظيات,inclusive,محظيات,حظي
647,745,AR1224,n,re,no,المجرمين,inclusive,المجرمين,جرم
648,746,AR2098,n,ddp,yes,اغبى شخص في العالم,conservative,اغبي شخص العالم,اغب شخص علم
649,747,AR392,n,dmc,yes,ملفق,conservative,ملفق,لفق
650,750,AR1503,n,an,no,خنزير,inclusive,خنزير,خنزير
651,752,AR598,n,ps,yes,بلغار,inclusive,بلغار,لغر
652,753,AR1588,n,ps,yes,شريعة موسى,inclusive,شريعه موسي,شرع وسي
653,756,AR1541,n,pr,no,جراره,conservative,جراره,جرر
654,757,AR197,n,ddp,yes,أحمق,conservative,احمق,حمق
655,758,AR902,n,an,no,فراسه,inclusive,فراسه,فرس
656,759,AR339,n,pr,no,مومس,inclusive,مومس,ومس
657,760,AR512,n,an,no,خبث,conservative,خبث,خبث
658,761,AR701,n,re,no,الافتراء,inclusive,الافتراء,فرء
659,762,AR1418,n,re,no,الشقي,inclusive,الشقي,شقي
660,763,AR2100,n,asm,no,غباء,conservative,غباء,غبء
661,764,AR988,n,ddf,yes,أحدب,inclusive,احدب,حدب
662,765,AR1210,n,an,no,قزم,conservative,قزم,قزم
663,766,AR210,n,ddp,yes,غير المتعلمين شخص,conservative,المتعلمين شخص,تعلم شخص
664,767,AR886,n,or,no,عليل,conservative,عليل,علل
665,768,AR400,n,svp,no,معاندة,conservative,معانده,عند
666,769,AR1907,n,cds,no,بوليس,conservative,بوليس,ولس
667,770,AR1138,n,om,no,أرداف,inclusive,ارداف,ردف
668,771,AR965,n,an,no,البومة،,inclusive,البومه,بوم
669,772,AR1567,n,om,no,هوموسكسواليه,inclusive,هوموسكسواليه,هوموسكسواليه
670,774,AR337,n,ddp,yes,pudden الرأس,conservative,الراس,راس
671,775,AR1123,n,dmc,yes,نفاق,conservative,نفاق,نفق
672,776,AR331,n,an,no,مارك,conservative,مارك,ارك
673,777,AR159,n,an,no,حيوانية,inclusive,حيوانيه,حيو
674,778,AR1164,n,om,no,القريبة,inclusive,القريبه,قرب
675,779,AR1069,n,asf,no,ساذج,conservative,ساذج,سذج
676,780,AR467,n,re,no,الإبتزاز,conservative,الابتزاز,بزز
677,781,AR682,n,dmc,yes,منبوذ,inclusive,منبوذ,نبذ
678,782,AR1760,n,cds,no,المرابي,inclusive,المرابي,ربي
679,783,AR216,n,om,no,حمار,inclusive,حمار,حمر
680,785,AR356,n,cds,no,بهتان,conservative,بهتان,بهت
681,786,AR779,n,an,no,معزة,inclusive,معزه,عزه
682,787,AR1853,n,ps,yes,المغولي,inclusive,المغولي,غول
683,788,AR164,n,ddp,yes,بعديات,inclusive,بعديات,بعد
684,789,AR1890,n,cds,no,مهوس,conservative,مهوس,هوس
685,790,AR2421,n,re,no,الانتحال,inclusive,الانتحال,نحل
686,791,AR2378,n,an,no,انتهازي,conservative,انتهازي,نهز
687,792,AR2334,v,cds,no,هلك,inclusive,هلك,هلك
688,793,AR520,n,an,no,بقرة,inclusive,بقره,بقر
689,794,AR739,n,dmc,yes,شرير,conservative,شرير,شرر
690,795,AR1316,n,qas,no,مزارعون,inclusive,مزارعون,زرع
691,796,AR1804,n,re,no,لص,inclusive,لص,لص
692,797,AR2212,n,an,no,اوزة,inclusive,اوزه,اوز
693,799,AR2607,n,cds,no,العلموية,inclusive,العلمويه,علمو
694,800,AR1827,n,cds,no,كنيف,inclusive,كنيف,كنف
695,801,AR1057,n,cds,no,الرعاع، محرض,conservative,الرعاع محرض,رعع حرض
696,802,AR332,n,ps,yes,تقع الرجل,conservative,تقع الرجل,تقع رجل
697,803,AR2640,n,re,no,المغتصب,conservative,المغتصب,غصب
698,805,AR692,n,asm,no,القميء,inclusive,القميء,قمء
699,806,AR901,n,an,no,الفراسة,inclusive,الفراسه,فرس
700,807,AR372,n,cds,no,فوضى,conservative,فوضي,فوض
701,809,AR401,n,svp,no,متعصب,conservative,متعصب,تعصب
702,810,AR531,n,cds,no,رئيس,inclusive,رءيس,رءس
703,811,AR1984,n,asm,no,الجلبانة,inclusive,الجلبانه,جلب
704,812,AR2001,n,is,yes,فقير,inclusive,فقير,فقر
705,813,AR1380,n,cds,no,الماسوني,inclusive,الماسوني,اسو
706,814,AR274,n,qas,no,غليظ,conservative,غليظ,غلظ
707,815,AR1463,n,cds,no,متسكع,conservative,متسكع,تسكع
708,816,AR627,n,cds,no,لا أدري ما أعمل,conservative,ادري اعمل,ادر عمل
709,817,AR1329,n,cds,no,بسرعة واحدة,conservative,بسرعه واحده,سرع وحد
710,819,AR1967,n,an,no,البغبغان,inclusive,البغبغان,غبغ
711,820,AR1055,n,cds,no,الديماغوجية,conservative,الديماغوجيه,ديماغوجيه
712,821,AR2215,n,an,no,الاوز,inclusive,الاوز,اوز
713,822,AR1515,a,cds,no,ماكر,inclusive,ماكر,اكر
714,823,AR1740,n,svp,no,غريزه جنسيه,inclusive,غريزه جنسيه,غرز جنس
715,824,AR1610,n,cds,no,شعب,inclusive,شعب,شعب
716,825,AR398,a,cds,no,غبي,conservative,غبي,غبي
717,826,AR502,n,cds,no,المتخبط,conservative,المتخبط,تخبط
718,827,AR2111,n,asm,no,تغابي,conservative,تغابي,غبي
719,829,AR851,n,svp,no,إيروس,inclusive,ايروس,يرس
720,830,AR1536,n,pr,no,دعاره,conservative,دعاره,دعر
721,831,AR720,n,cds,no,السارق,inclusive,السارق,سرق
722,832,AR1886,n,an,no,بغل,inclusive,بغل,بغل
723,833,AR1708,n,cds,no,إفتخار المرء,conservative,افتخار المرء,فخر مرء
724,834,AR198,n,or,no,مغفل,conservative,مغفل,غفل
725,835,AR215,n,an,no,اتان,inclusive,اتان,اتن
726,836,AR1867,n,an,no,الباعوض,inclusive,الباعوض,بعض
727,837,AR303,n,pa,yes,محامين,inclusive,محامين,حام
728,838,AR92,n,cds,no,مزحة,inclusive,مزحه,زحه
729,839,AR639,n,cds,no,سيارة بالية,inclusive,سياره باليه,سير بلي
730,840,AR1816,n,cds,no,راحة العام,inclusive,راحه العام,رحه عام
731,841,AR2285,n,ps,yes,الواندال,inclusive,الواندال,دال
732,842,AR915,v,cds,no,هذر,inclusive,هذر,هذر
733,843,AR813,n,an,no,الكيولكس النابصة,inclusive,الكيولكس النابصه,كيولكس نبص
734,844,AR1206,n,ps,yes,التائه,inclusive,التاءه,تءه
735,845,AR97,n,cds,no,سلوك غريب,inclusive,سلوك غريب,سلك غرب
736,847,AR320,n,qas,no,العمارة الباروكية,inclusive,العماره الباروكيه,عمر برك
737,848,AR787,n,an,no,خشونة,conservative,خشونه,خشن
738,849,AR275,n,qas,no,البرابرة,conservative,البرابره,ربر
739,850,AR263,n,asm,no,الخصية,inclusive,الخصيه,خصه
740,851,AR190,n,cds,no,بصيرة,inclusive,بصيره,بصر
741,853,AR421,n,cds,no,حرمان الحقوق,conservative,حرمان الحقوق,حرم حقق
742,854,AR1629,n,qas,no,الأعمال المنزلية,inclusive,الاعمال المنزليه,عمل زلي
743,855,AR501,n,cds,no,المتردد,conservative,المترد,ترد
744,858,AR272,n,ps,yes,برابرة,conservative,برابره,ربر
745,859,AR100,n,qas,no,نهاية الحلقة,inclusive,نهايه الحلقه,نهي حلق
746,860,AR193,n,an,no,رأس,inclusive,راس,راس
747,861,AR528,n,an,no,بقره,inclusive,بقره,بقر
748,862,AR2521,a,dmc,yes,قذر,inclusive,قذر,قذر
749,863,AR259,n,asm,no,خصيتان,inclusive,خصيتان,خصي
750,864,AR2572,n,an,no,الصرصوريات,inclusive,الصرصوريات,صرصور
751,865,AR2313,n,an,no,امرأة المطارد,conservative,امراه المطارد,مره طرد
752,867,AR530,n,an,no,بقر,inclusive,بقر,بقر
753,868,AR399,n,cds,no,عِناد,conservative,عناد,عند
754,869,AR203,n,ddp,yes,معتوه,inclusive,معتوه,عته
755,870,AR2294,n,an,no,نسور,inclusive,نسور,نسر
756,872,AR637,n,re,no,الوغد,conservative,الوغد,وغد
757,873,AR938,n,an,no,بَقّ,inclusive,بق,بق
758,874,AR2322,n,qas,no,المتسول,conservative,المتسول,تسل
759,875,AR694,n,asm,no,أغبياء,inclusive,اغبياء,غبياء
760,876,AR1151,n,om,no,القاعدية,inclusive,القاعديه,قعد
761,877,AR420,n,dmc,yes,جنائي,inclusive,جناءي,جنء
762,878,AR1166,n,om,no,ظهري بطني,inclusive,ظهري بطني,ظهر بطن
763,879,AR146,n,an,no,الحنكليس,inclusive,الحنكليس,حنكليس
764,880,AR2660,a,svp,no,متغطرس,conservative,متغطرس,غطرس
765,881,AR907,n,ddp,yes,ثرثرة,conservative,ثرثره,ثرثر
766,882,AR2520,a,dmc,yes,القذرة,inclusive,القذره,قذر
767,883,AR930,n,an,no,البقيات,inclusive,البقيات,بقي
768,884,AR2747,n,an,no,يرقة,inclusive,يرقه,يرق
769,885,AR1701,n,ddp,yes,الجهل,conservative,الجهل,جهل
770,886,AR2633,a,ddf,yes,قبيح,conservative,قبيح,قبح
771,888,AR698,n,asf,no,تأخير,conservative,تاخير,اخر
772,890,AR396,n,pa,yes,قارع الناقوس,inclusive,قارع الناقوس,قرع نقس
773,891,AR2113,n,ddp,yes,بلداء,conservative,بلداء,لدء
774,892,AR886,n,om,no,عليل,conservative,عليل,علل
775,893,AR2102,n,asm,no,استغباء,conservative,استغباء,غبء
776,894,AR1063,n,pr,no,المحظيات,inclusive,المحظيات,حظي
777,895,AR67,n,svp,no,حب الذات,conservative,حب الذات,حب ذات
778,897,AR1574,n,om,no,مثيلي,inclusive,مثيلي,ثيل
779,898,AR2604,a,svp,no,فاسق,conservative,فاسق,فسق
780,899,AR485,n,qas,no,خطأ فاضح,inclusive,خطا فاضح,خطا فضح
781,900,AR1266,n,dmc,yes,فسق,conservative,فسق,فسق
782,901,AR2535,n,an,no,ضفدع,inclusive,ضفدع,ضفدع
783,902,AR1882,n,an,no,عصا في داخل الطين,conservative,عصا داخل الطين,عصا دخل طين
784,903,AR722,n,cds,no,المخادع,conservative,المخادع,خدع
785,904,AR1409,n,svp,no,الغضب,inclusive,الغضب,غضب
786,905,AR728,n,qas,no,أوباش,conservative,اوباش,وبش
787,906,AR100,n,cds,no,نهاية الحلقة,inclusive,نهايه الحلقه,نهي حلق
788,907,AR273,n,qas,no,همجي,conservative,همجي,همج
789,908,AR1992,n,asm,no,القرطمان,inclusive,القرطمان,قرطم
790,909,AR1393,n,cds,no,الأصوليون,inclusive,الاصوليون,اصل
791,910,AR202,n,cds,no,المغفل,inclusive,المغفل,غفل
792,911,AR2481,n,pr,no,الخزعبلات,conservative,الخزعبلات,خزعبل
793,912,AR499,n,cds,no,ممتثل,conservative,متثل,تثل
794,913,AR2153,n,ddf,yes,نصف باينت,conservative,نصف باينت,نصف بين
795,914,AR309,n,dmc,yes,خسيس,conservative,خسيس,خسس
796,915,AR2415,n,asm,no,العادة السرية,conservative,العاده السريه,عده سره
797,916,AR2231,n,an,no,القراد,inclusive,القراد,قرد
798,917,AR1817,n,cds,no,الراحة العامة,inclusive,الراحه العامه,رحه عمه
799,918,AR210,n,an,no,غير المتعلمين شخص,conservative,المتعلمين شخص,تعلم شخص
800,919,AR2662,n,cds,no,السطحية,inclusive,السطحيه,سطح
801,921,AR345,n,dmc,yes,فاحشة,conservative,فاحشه,فحش
802,922,AR1674,n,ddf,yes,العجز,inclusive,العجز,عجز
803,923,AR765,n,pa,yes,كاتب,inclusive,كاتب,كتب
804,924,AR1418,n,cds,no,الشقي,inclusive,الشقي,شقي
805,925,AR619,n,dmc,yes,وكان وكان,inclusive,وكان وكان,وكان وكان
806,927,AR661,n,ddp,yes,السجناء,inclusive,السجناء,جنء
807,928,AR1540,n,pr,no,بائعات الهوى,inclusive,باءعات الهوي,بءع هوي
808,929,AR1139,n,om,no,المؤخرة,inclusive,المءخره,ءخر
809,930,AR1720,n,cds,no,البريد غير المرغوب فيه,inclusive,البريد المرغوب,برد رغب
810,931,AR1103,n,cds,no,رواية الدايم,inclusive,روايه الدايم,ريه ديم
811,933,AR1369,n,dmc,yes,احمق,inclusive,احمق,حمق
812,934,AR2129,n,an,no,بزاق,inclusive,بزاق,بزق
813,935,AR723,n,re,no,النحات,inclusive,النحات,نحت
814,936,AR1780,n,qas,no,بياع,inclusive,بياع,بيع
815,938,AR1809,n,or,no,الدقه في المواعيد,inclusive,الدقه المواعيد,دقه مواعيد
816,939,AR1012,n,or,no,فرج,conservative,فرج,فرج
817,940,AR1542,n,pr,no,دعارة,inclusive,دعاره,دعر
818,941,AR599,n,ps,yes,بلغاريون,inclusive,بلغاريون,لغر
819,942,AR206,n,an,no,الأبله,conservative,الابله,ابل
820,943,AR2399,n,an,no,القملة,inclusive,القمله,قمل
821,944,AR202,n,ddp,yes,المغفل,conservative,المغفل,غفل
822,945,AR1306,n,cds,no,القوادين,inclusive,القوادين,قود
823,946,AR132,n,ddp,yes,أمية,inclusive,اميه,امه
824,947,AR1498,n,an,no,يغش fulvus,inclusive,يغش,يغش
825,951,AR402,n,dmc,yes,عناد,conservative,عناد,عند
826,952,AR1832,n,dmc,yes,المتكاسل,conservative,المتكاسل,كاسل
827,953,AR1179,n,qas,no,بيوت,inclusive,بيوت,بيت
828,954,AR1870,n,an,no,عث,inclusive,عث,عث
829,955,AR361,n,dmc,yes,زيف,inclusive,زيف,زيف
830,956,AR2336,v,cds,no,فني,inclusive,فني,فني
831,957,AR1863,n,an,no,بعوض,inclusive,بعوض,بعض
832,958,AR1134,n,om,no,خلف,inclusive,خلف,خلف
833,959,AR1845,n,ps,yes,مغول,inclusive,مغول,غول
834,960,AR414,n,cds,no,الطريق الوكيل,conservative,الطريق الوكيل,طرق وكل
835,963,AR1136,n,om,no,خط منتصف الترقوة,inclusive,خط منتصف الترقوه,خط نصف رقو
836,965,AR2304,n,dmc,yes,مهرّجون,inclusive,مهرجون,هرج
837,966,AR1897,n,svp,no,وكسوريا,inclusive,وكسوريا,كسر
838,967,AR1676,n,ddp,yes,لا معنى لها,conservative,معني,عني
839,968,AR309,n,re,no,خسيس,conservative,خسيس,خسس
840,969,AR2751,n,cds,no,الرعديد,conservative,الرعديد,رعديد
841,970,AR2333,v,cds,no,سلم الروح,inclusive,سلم الروح,سلم روح
842,971,AR2617,a,ddf,yes,عوراء,inclusive,عوراء,عوراء
843,972,AR154,n,ddp,yes,بهيمة,inclusive,بهيمه,بهم
844,973,AR1426,n,cds,no,الفاشيين,conservative,الفاشين,فاش
845,974,AR238,n,svp,no,بخيل,inclusive,بخيل,بخل
846,975,AR273,n,ddp,yes,همجي,conservative,همجي,همج
847,976,AR1762,n,cds,no,المرابين,inclusive,المرابين,راب
848,977,AR1741,n,svp,no,شهوانية,inclusive,شهوانيه,شهو
849,978,AR1089,n,cds,no,الجريمة,inclusive,الجريمه,جرم
850,979,AR1791,v,cds,no,تآمر,inclusive,تامر,تمر
851,980,AR2700,n,om,no,كروسدرسر,inclusive,كروسدرسر,كروسدرسر
852,981,AR37,n,cds,no,العامل الرئيسي,inclusive,العامل الرءيسي,عمل رءس
853,982,AR1155,n,om,no,موخرة,inclusive,موخره,وخر
854,983,AR198,n,asm,no,مغفل,conservative,مغفل,غفل
855,984,AR2372,v,qas,no,رمم,inclusive,رم,رم
856,985,AR2097,n,an,no,الخراف,inclusive,الخراف,خرف
857,987,AR916,n,ddp,yes,الدجال,conservative,الدجال,دجل
858,989,AR67,n,cds,no,حب الذات,conservative,حب الذات,حب ذات
859,990,AR755,n,cds,no,عشيرة,inclusive,عشيره,عشر
860,991,AR1156,n,om,no,هند نهاية,inclusive,هند نهايه,هند نهي
861,992,AR1143,n,om,no,البعيدة,inclusive,البعيده,بعد
862,993,AR770,n,an,no,عنز,inclusive,عنز,عنز
863,995,AR2184,n,ps,yes,زنوج,inclusive,زنوج,زنج
864,996,AR1093,n,cds,no,الأنشطة الإجرامية,inclusive,الانشطه الاجراميه,شطه جرم
865,997,AR803,n,cds,no,مشكلة,conservative,مشكله,شكل
866,998,AR427,n,an,no,بيسون,inclusive,بيسون,بيس
867,999,AR197,n,asm,no,أحمق,conservative,احمق,حمق
868,1000,AR687,n,is,yes,منبوذون,inclusive,منبوذون,نبذ
869,1001,AR442,n,ps,yes,اللون الأسود,inclusive,الون الاسود,الن اسد
870,1003,AR93,n,cds,no,نكتة,inclusive,نكته,نكت
871,1004,AR912,n,cds,no,جبانة,conservative,جبانه,جبن
872,1007,AR2292,n,an,no,أفعوان,inclusive,افعوان,فعو
873,1008,AR1908,n,cds,no,رجل شرطة,conservative,رجل شرطه,رجل شرط
874,1009,AR972,n,asm,no,نفضة حالا,conservative,نفضه حالا,نفض حلا
875,1010,AR2204,n,cds,no,الشهوة,conservative,الشهوه,شهه
876,1011,AR2478,n,pr,no,الزانية,conservative,الزانيه,زني
877,1012,AR313,n,qas,no,البارونة,inclusive,البارونه,برن
878,1013,AR403,n,svp,no,المتعصب,conservative,المتعصب,تعصب
879,1014,AR289,n,pa,yes,مدافعا,inclusive,مدافعا,دفع
880,1015,AR197,n,ps,yes,أحمق,conservative,احمق,حمق
881,1016,AR430,n,ddp,yes,مفشي السر,conservative,مفشي السر,فشي لسر
882,1017,AR459,n,ddp,yes,موظر,conservative,موظر,وظر
883,1019,AR2055,n,ps,yes,المستيسو,conservative,المستيسو,يسو
884,1021,AR2067,n,an,no,كائن دقيق,inclusive,كاءن دقيق,كءن دقق
885,1023,AR2668,n,re,no,ارهابيون,inclusive,ارهابيون,رهب
886,1025,AR2368,n,cds,no,اعرف انها للجميع,conservative,اعرف انها لجميع,عرف انه جمع
887,1026,AR870,n,an,no,أرْنَب,inclusive,ارنب,رنب
888,1027,AR571,n,om,no,لواطي,inclusive,لواطي,لطي
889,1028,AR140,n,an,no,ثعبان البحر,inclusive,ثعبان البحر,ثعب بحر
890,1029,AR935,n,an,no,بقة الفراش,inclusive,بقه الفراش,بقه فرش
891,1030,AR1083,n,ps,yes,متلف,conservative,متلف,تلف
892,1031,AR2688,v,re,no,عذب,inclusive,عذب,عذب
893,1032,AR330,n,ddp,yes,لينة اللمس,conservative,لينه المس,لين لمس
894,1033,AR1006,n,qas,no,الامتثال,inclusive,الامتثال,مثل
895,1034,AR294,n,pa,yes,مؤيد,inclusive,مءيد,ءيد
896,1035,AR2672,n,re,no,ارهاب,inclusive,ارهاب,رهب
897,1036,AR1955,n,qas,no,الطفيلية,inclusive,الطفيليه,طفل
898,1037,AR1856,n,an,no,بعوضيات,inclusive,بعوضيات,بعض
899,1038,AR503,n,dmc,yes,ضجة,conservative,ضجه,ضجه
900,1039,AR1029,n,qas,no,رفض,conservative,رفض,رفض
901,1040,AR2291,n,an,no,الأفعى الخبيثة,inclusive,الافعي الخبيثه,افع خبث
902,1041,AR1474,n,dmc,yes,جيد مقابل لا شيء,conservative,جيد مقابل شيء,جيد قبل شيء
903,1042,AR165,n,ddp,yes,أنعام,inclusive,انعام,عام
904,1043,AR2109,n,asm,no,بليدات,conservative,بليدات,بلد
905,1044,AR2591,n,an,no,المكورات الكلبية,inclusive,المكورات الكلبيه,كور كلب
906,1046,AR1661,n,cds,no,عبادة الأوثان,inclusive,عباده الاوثان,عبد اوث
907,1047,AR2359,v,asm,no,استهزأ,conservative,استهزا,هزا
908,1048,AR332,n,ddp,yes,تقع الرجل,conservative,تقع الرجل,تقع رجل
909,1049,AR330,n,ps,yes,لينة اللمس,conservative,لينه المس,لين لمس
910,1050,AR1982,n,asm,no,بسلة,inclusive,بسله,بسل
911,1051,AR731,n,cds,no,عامة,conservative,عامه,عمه
912,1052,AR355,n,an,no,صبي الإيجار,conservative,صبي الايجار,صبي يجر
913,1053,AR360,n,cds,no,كذبة,inclusive,كذبه,كذب
914,1054,AR2563,n,an,no,العلقيات,inclusive,العلقيات,علق
915,1055,AR331,n,asm,no,مارك,conservative,مارك,ارك
916,1056,AR261,n,asm,no,خصيه,inclusive,خصيه,خصه
917,1057,AR1487,v,asm,no,واقع,conservative,واقع,وقع
918,1058,AR2116,n,ddp,yes,غبيون,conservative,غبيون,غبي
919,1059,AR2339,v,cds,no,رحل,inclusive,رحل,رحل
920,1060,AR397,n,pa,yes,محل للأجراس,inclusive,محل لاجراس,محل جرس
921,1061,AR2668,n,re,no,ارهابيون,conservative,ارهابيون,رهب
922,1062,AR159,n,ddp,yes,حيوانية,inclusive,حيوانيه,حيو
923,1063,AR862,n,asm,no,سخيف,conservative,سخيف,سخف
924,1064,AR1752,a,is,yes,حزين,inclusive,حزين,حزن
925,1065,AR2090,n,an,no,ضأن,inclusive,ضان,ضان
926,1066,AR250,n,cds,no,الرياضية المنزل,inclusive,الرياضيه المنزل,ريض نزل
927,1067,AR110,n,asm,no,زائدة,inclusive,زاءده,زءد
928,1068,AR508,n,pa,yes,فظاظة,conservative,فظاظه,فظظ
929,1070,AR428,n,cds,no,الثرثار,conservative,الثرثار,ثرثار
930,1072,AR1404,n,svp,no,ثورة,conservative,ثوره,ثور
931,1074,AR94,n,cds,no,أضحوكة,inclusive,اضحوكه,ضحو
932,1075,AR2012,n,cds,no,المبتز,inclusive,المبتز,بتز
933,1076,AR1300,n,cds,no,القواد,inclusive,القواد,قود
934,1077,AR1521,n,cds,no,سرقة,inclusive,سرقه,سرق
935,1079,AR162,n,ddp,yes,وحش,inclusive,وحش,وحش
936,1080,AR1682,n,is,yes,الفقر,inclusive,الفقر,فقر
937,1081,AR1219,n,cds,no,جنحة,inclusive,جنحه,جنح
938,1082,AR1396,n,cds,no,المُنَظِّم,inclusive,المنظم,نظم
939,1083,AR336,n,or,no,ضمادة,conservative,ضماده,ضمد
940,1084,AR2459,a,ps,yes,سوداء,inclusive,سوداء,ودء
941,1085,AR700,n,an,no,ثعلبة,inclusive,ثعلبه,ثعلب
942,1086,AR873,n,an,no,الارانب,inclusive,الارانب,رنب
943,1087,AR1329,n,cds,no,بسرعة واحدة,inclusive,بسرعه واحده,سرع وحد
944,1088,AR310,n,an,no,الكلب,inclusive,الكلب,كلب
945,1089,AR1429,n,asm,no,فول,inclusive,فول,فول
946,1090,AR2576,n,an,no,الصرصور,inclusive,الصرصور,صرصور
947,1091,AR569,n,om,no,لوطي,inclusive,لوطي,لوط
948,1092,AR276,n,cds,no,البربرية,conservative,البربريه,ربر
949,1093,AR404,n,cds,no,عصابة,inclusive,عصابه,عصب
950,1094,AR1950,n,qas,no,المتطفلون,inclusive,المتطفلون,تطفل
951,1095,AR2583,n,cds,no,ثاني التصنيفات,conservative,ثاني التصنيفات,ثني صنف
952,1096,AR370,n,cds,no,الأنيقون,inclusive,الانيقون,انق
953,1097,AR974,n,ddf,yes,شل,inclusive,شل,شل
954,1099,AR1161,n,om,no,الانقلاب الامامي للرحم,inclusive,الانقلاب الامامي لرحم,قلب ممي رحم
955,1100,AR795,n,asm,no,أير,conservative,اير,اير
956,1101,AR372,n,qas,no,فوضى,inclusive,فوضي,فوض
957,1102,AR1293,n,qas,no,الإفشاء,inclusive,الافشاء,فشء
958,1103,AR2577,n,an,no,الصرصار,inclusive,الصرصار,صرصار
959,1104,AR2072,n,an,no,الكائنات الدقيقة,inclusive,الكاءنات الدقيقه,كءن دقق
960,1105,AR1527,n,re,no,نهب,inclusive,نهب,نهب
961,1106,AR1546,n,pr,no,غانية,inclusive,غانيه,غني
962,1107,AR1747,n,cds,no,المتواني,conservative,المتواني,توا
963,1108,AR2676,n,re,no,عمليات ارهابية,inclusive,عمليات ارهابيه,عمل رهب
964,1109,AR2695,n,om,no,متخنث,inclusive,متخنث,تخنث
965,1110,AR2031,n,qas,no,بلاغه,inclusive,بلاغه,بلغ
966,1111,AR723,n,cds,no,النحات,conservative,النحات,نحت
967,1112,AR627,n,svp,no,لا أدري ما أعمل,conservative,ادري اعمل,ادر عمل
968,1113,AR2029,n,qas,no,الخطابي,inclusive,الخطابي,خطب
969,1114,AR81,n,qas,no,التابعون,inclusive,التابعون,تبع
970,1115,AR268,n,re,no,قاطع طريق,inclusive,قاطع طريق,قطع طرق
971,1116,AR1124,n,dmc,yes,النفاق,conservative,النفاق,نفق
972,1117,AR2219,n,an,no,برنت,inclusive,برنت,برن
973,1118,AR268,n,cds,no,قاطع طريق,conservative,قاطع طريق,قطع طرق
974,1120,AR298,n,pa,yes,محامية,inclusive,محاميه,حمي
975,1121,AR777,n,an,no,المعيز,inclusive,المعيز,عيز
976,1122,AR2488,n,or,no,لفت,inclusive,لفت,لفت
977,1123,AR2472,a,cds,no,جبان,conservative,جبان,جبن
978,1124,AR109,n,asm,no,ظهور,inclusive,ظهور,ظهر
979,1125,AR1206,n,dmc,yes,التائه,inclusive,التاءه,تءه
980,1126,AR481,n,qas,no,سلقها,inclusive,سلقها,سلق
981,1127,AR588,n,qas,no,برجوازية,inclusive,برجوازيه,برجوازيه
982,1128,AR1632,n,qas,no,كوخ,inclusive,كوخ,كوخ
983,1129,AR2697,n,om,no,عبر مضمد،,inclusive,عبر مضمد,عبر ضمد
984,1130,AR619,n,an,no,وكان وكان,conservative,وكان وكان,وكان وكان
985,1131,AR432,n,ddp,yes,واش,conservative,واش,واش
986,1133,AR1094,n,cds,no,بزه,inclusive,بزه,بزه
987,1134,AR1757,n,re,no,قاتل,inclusive,قاتل,قتل
988,1135,AR521,n,pr,no,ابقار,inclusive,ابقار,بقر
989,1136,AR914,v,cds,no,ثرثر,inclusive,ثرثر,ثرثر
990,1137,AR1640,n,cds,no,مسرعا,conservative,مسرعا,سرع
991,1138,AR2735,n,cds,no,نظريه المؤامره,inclusive,نظريه المءامره,نظر ءمر
992,1141,AR2083,n,ddp,yes,جمجمة صغيرة,inclusive,جمجمه صغيره,جمجم صغر
993,1142,AR2610,n,cds,no,علموية,inclusive,علمويه,علمو
994,1143,AR101,n,qas,no,تختلط-فسد,inclusive,تختلطفسد,تختلطفسد
995,1144,AR400,n,dmc,yes,معاندة,conservative,معانده,عند
996,1145,AR1075,n,an,no,الغانم,inclusive,الغانم,غنم
997,1147,AR1698,n,an,no,غير كفؤ,conservative,كفء,كفء
998,1148,AR353,n,an,no,إمرأة فاسقة,conservative,امراه فاسقه,مره فسق
999,1149,AR832,n,cds,no,معلم,inclusive,معلم,علم
1000,1150,AR106,n,asm,no,ملحق,inclusive,ملحق,لحق
1001,1151,AR1681,n,is,yes,فقر,inclusive,فقر,فقر
1002,1153,AR157,n,an,no,دابة,inclusive,دابه,دبه
1003,1154,AR1337,n,or,no,الشمر,inclusive,الشمر,شمر
1004,1155,AR2611,n,ddp,yes,حمق,inclusive,حمق,حمق
1005,1156,AR337,n,or,no,pudden الرأس,conservative,الراس,راس
1006,1157,AR1376,n,asm,no,قلفة,inclusive,قلفه,قلف
1007,1158,AR373,n,cds,no,انقلاب,inclusive,انقلاب,قلب
1008,1159,AR315,n,qas,no,بارونات,inclusive,بارونات,برن
1009,1160,AR692,n,ddp,yes,القميء,conservative,القميء,قمء
1010,1161,AR1728,n,om,no,السيدة,inclusive,السيده,سيد
